Id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type
313,5.4,0.415,0.19,1.6,0.039,27,88,0.99265,3.54,0.41,10,0
314,6.5,0.33,0.72,1.1,0.061,7,151,0.993,3.09,0.57,9.5,0
315,7.3,0.655,0.2,10.2,0.071,28,212,0.9971,2.96,0.58,9.2,0
316,9.6,0.21,0.28,1.2,0.038,12,53,0.9926,2.8,0.46,10.6,0
317,6.8,0.26,0.22,4.8,0.041,110,198,0.99437,3.29,0.67,10.6,0
318,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,0
319,7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,0
320,8,0.23,0.46,1.5,0.03,30,125,0.9907,3.23,0.47,12.5,0
321,6.5,0.3,0.29,2.25,0.037,8,210,0.9937,3.19,0.62,9.9,0
322,5.6,0.32,0.32,8.3,0.043,32,105,0.99266,3.24,0.47,11.2,0
323,6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5,0
324,6.5,0.33,0.32,1,0.041,39,120,0.99004,3.06,0.37,12.2,0
325,6.9,0.17,0.22,4.6,0.064,55,152,0.9952,3.29,0.37,9.3,0
326,7.5,0.23,0.36,7,0.036,43,161,0.9938,3.04,0.32,11,0
327,6.8,0.21,0.49,14.5,0.06,50,170,0.9991,3.55,0.44,9.8,0
328,6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,0
329,7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,0
330,7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,0
331,7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,0
332,7.5,0.38,0.29,12.7,0.05,25,209,0.9986,3.25,0.59,9.3,0
333,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,0
334,6.8,0.28,0.44,9.3,0.031,35,137,0.9946,3.16,0.36,10.4,0
335,5.9,0.37,0.1,1.6,0.057,39,128,0.9924,3.24,0.48,10.1,0
336,6.4,0.25,0.53,6.6,0.038,59,234,0.9955,3.03,0.42,8.8,0
337,7.6,0.37,0.51,11.7,0.094,58,181,0.99776,2.91,0.51,9,0
338,7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,0
339,6.9,0.42,0.2,15.4,0.043,57,201,0.99848,3.08,0.54,9.4,0
340,6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,0
341,5.7,0.23,0.28,9.65,0.025,26,121,0.9925,3.28,0.38,11.3,0
342,6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,0
343,6.3,0.39,0.35,5.9,0.04,82.5,260,0.9941,3.12,0.66,10.1,0
344,6.5,0.29,0.32,3,0.036,38,93,0.9906,3.16,0.59,12,0
345,6.8,0.24,0.29,2,0.044,15,96,0.99232,3.23,0.64,10.4,0
346,7,0.46,0.2,16.7,0.046,50,184,0.99898,3.08,0.56,9.4,0
347,7.9,0.37,0.3,2.7,0.029,64,158,0.9916,3.12,0.59,12,0
348,6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,0
349,6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,0
350,7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,0
351,6.3,0.24,0.37,1.8,0.031,6,61,0.9897,3.3,0.34,12.2,0
352,7.4,0.33,0.26,2.6,0.04,29,115,0.9913,3.07,0.52,11.8,0
353,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,0
354,6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,0
355,5.7,0.46,0.46,1.4,0.04,31,169,0.9932,3.13,0.47,8.8,0
356,7.6,0.36,0.44,8.3,0.255,28,142,0.9958,3.12,0.43,10.2,0
357,6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,0
358,6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,0
359,6.5,0.26,0.31,3.6,0.03,36,92,0.99026,3.22,0.62,12.6,0
360,5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,0
361,6.2,0.35,0.29,3.9,0.041,22,79,0.99005,3.1,0.59,12.06666667,0
362,7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,0
363,5.6,0.26,0,10.2,0.038,13,111,0.99315,3.44,0.46,12.4,0
364,7.5,0.26,0.59,11.8,0.046,58,164,0.99814,3.17,0.46,8.9,0
365,7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,0
366,6.6,0.23,0.32,0.9,0.041,25,79,0.9926,3.39,0.54,10.2,0
367,6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,0
368,6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,0
369,7,0.23,0.32,1.8,0.048,25,113,0.9915,3.11,0.47,11.1,0
370,6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,0
371,6.6,0.28,0.09,10.9,0.051,37,131,0.99566,2.93,0.62,9.5,0
372,6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,0
373,6.8,0.21,0.62,6.4,0.041,7,113,0.99358,2.96,0.59,10.2,0
374,6.7,0.26,0.39,6.4,0.171,64,200,0.99562,3.19,0.38,9.4,0
375,7.7,0.28,0.29,4.3,0.051,25,142,0.9939,3.16,0.39,10.2,0
376,6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,0
377,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,0
378,6.4,0.33,0.24,9.8,0.041,29,109,0.9956,3.29,0.47,10.1,0
379,7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,0
380,6.8,0.25,0.29,2,0.042,19,189,0.9952,3.46,0.54,10.2,0
381,7.2,0.31,0.5,13.3,0.056,68,195,0.9982,3.01,0.47,9.2,0
382,6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,0
383,7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,0
384,7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7,0
385,6.9,0.28,0.3,1.6,0.047,46,132,0.9918,3.35,0.38,11.1,0
386,9.4,0.23,0.56,16.45,0.063,52.5,282,1.00098,3.1,0.51,9.3,0
387,6.5,0.23,0.45,2.1,0.027,43,104,0.99054,3.02,0.52,11.3,0
388,6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,0
389,8.2,0.29,0.49,1,0.044,29,118,0.9928,3.24,0.36,10.9,0
390,7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,0
391,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,0
392,7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,0
393,7,0.32,0.34,1.3,0.042,20,69,0.9912,3.31,0.65,12,0
394,6.5,0.39,0.81,1.2,0.217,14,74,0.9936,3.08,0.53,9.5,0
395,6.1,0.28,0.26,1.5,0.03,25,101,0.98894,3.03,0.41,12.1,0
396,6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,0
397,6.3,0.28,0.34,8.1,0.038,44,129,0.99248,3.26,0.29,12.1,0
398,8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,0
399,7,0.22,0.24,11,0.041,75,167,0.99508,2.98,0.56,10.5,0
400,7.5,0.35,0.28,9.6,0.051,26,157,0.9969,3.12,0.53,9.2,0
401,6.4,0.25,0.37,4.5,0.039,41,147,0.9921,3.18,0.4,11.1,0
402,6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,0
403,6,0.18,0.27,1.5,0.089,40,143,0.9923,3.49,0.62,10.8,0
404,6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,0
405,6.9,0.46,0.2,0.9,0.054,5,126,0.992,3.1,0.42,10.4,0
406,5.1,0.165,0.22,5.7,0.047,42,146,0.9934,3.18,0.55,9.9,0
407,6.8,0.28,0.39,1.4,0.036,15,115,0.9918,3.27,0.72,11.7,0
408,6.9,0.25,0.27,9.05,0.039,37,128,0.9936,3.27,0.34,11.3,0
409,7.4,0.27,0.52,15.7,0.054,36,139,0.99788,3.04,0.62,10.03333333,0
410,6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,0
411,8.2,0.21,0.48,1.4,0.041,11,99,0.9958,3.17,0.57,9.9,0
412,7.6,0.2,0.26,4.5,0.086,37,133,0.9963,3.15,0.42,9.2,0
413,7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6,0
414,5.5,0.42,0.09,1.6,0.019,18,68,0.9906,3.33,0.51,11.4,0
415,6.7,0.3,0.44,18.5,0.057,65,224,0.99956,3.11,0.53,9.1,0
416,6.5,0.22,0.5,16.4,0.048,36,182,0.99904,3.02,0.49,8.8,0
417,7.8,0.3,0.36,4.6,0.024,20,198,0.99222,3.06,0.66,11.9,0
418,8,0.29,0.49,11.7,0.035,40,131,0.9958,3.14,0.34,10.8,0
419,6.7,0.26,0.3,1.8,0.043,25,121,0.9944,3.44,0.61,10.2,0
420,7.7,0.22,0.42,1.9,0.052,10,87,0.9922,3.3,0.49,11.8,0
421,7.4,0.2,0.35,6.1,0.025,10,40,0.99244,2.79,0.52,10.9,0
422,6.4,0.18,0.35,1,0.045,39,108,0.9911,3.31,0.35,10.9,0
423,6.6,0.54,0.21,16.3,0.055,41,182,0.9986,3.35,0.54,10.4,0
424,6.8,0.53,0.35,3.8,0.034,26,109,0.9906,3.26,0.57,12.7,0
425,7.4,0.2,0.31,1.6,0.038,34,116,0.9912,3.25,0.39,12,0
426,6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,0
427,5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,0
428,6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,0
429,7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,0
430,7.1,0.21,0.31,3.8,0.021,40,142,0.99215,3.17,0.39,10.8,0
431,7,0.32,0.29,4.9,0.036,41,150,0.99168,3.38,0.43,12.2,0
432,6.1,0.25,0.49,7.6,0.052,67,226,0.9956,3.16,0.47,8.9,0
433,6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,0
434,6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,0
435,6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,0
436,7.7,0.16,0.36,5.9,0.054,25,148,0.99578,3.25,0.54,10.2,0
437,6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,0
438,7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9,0
439,7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,0
440,6.4,0.29,0.44,3.6,0.197,75,183,0.9942,3.01,0.38,9.1,0
441,6.8,0.22,0.31,6.9,0.037,33,121,0.99176,3.02,0.39,11.9,0
442,5.6,0.21,0.4,1.3,0.041,81,147,0.9901,3.22,0.95,11.6,0
443,6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9,0
444,7.7,0.16,0.41,1.7,0.048,60,173,0.9932,3.24,0.66,11.2,0
445,6.1,0.4,0.18,9,0.051,28.5,259,0.9964,3.19,0.5,8.8,0
446,8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,0
447,6.4,0.18,0.28,17.05,0.047,53,139,0.99724,3.25,0.35,10.5,0
448,6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,0
449,5.3,0.32,0.23,9.65,0.026,26,119,0.99168,3.18,0.53,12.2,0
450,6.6,0.21,0.39,2.3,0.041,31,102,0.99221,3.22,0.58,10.9,0
451,7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,0
452,8.8,0.27,0.25,5,0.024,52,99,0.9925,2.87,0.49,11.4,0
453,7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,0
454,6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4,0
455,5.9,0.18,0.29,4.6,0.032,68,137,0.99159,3.21,0.38,11.3,0
456,5,0.24,0.19,5,0.043,17,101,0.99438,3.67,0.57,10,0
457,5.6,0.23,0.29,3.1,0.023,19,89,0.99068,3.25,0.51,11.2,0
458,7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,0
459,6.4,0.22,0.32,7.9,0.029,34,124,0.9948,3.4,0.39,10.2,0
460,6.6,0.33,0.41,2,0.027,14,79,0.99063,3.27,0.63,12.4,0
461,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,0
462,6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,0
463,7,0.15,0.3,13.3,0.049,46,120,0.99704,3.2,0.36,9.5,0
464,6.4,0.3,0.33,5.2,0.05,30,137,0.99304,3.26,0.58,11.1,0
465,5.7,0.31,0.29,7.3,0.05,33,143,0.99332,3.31,0.5,11.06666667,0
466,6,0.26,0.29,1,0.032,27,96,0.9896,3.38,0.44,12.3,0
467,6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,0
468,6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,0
469,6,0.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5,0
470,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,0
471,6.6,0.21,0.6,1.1,0.135,61,144,0.9927,3.12,0.39,9.3,0
472,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,0
473,7.9,0.22,0.24,4.6,0.044,39,159,0.9927,2.99,0.28,11.5,0
474,6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,0
475,6.1,0.2,0.25,1.2,0.038,34,128,0.9921,3.24,0.44,10.1,0
476,8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,0
477,5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,0
478,7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,0
479,5.9,0.22,0.3,1.3,0.052,42,86,0.99069,3.31,0.47,11.55,0
480,5.6,0.26,0.5,11.4,0.029,25,93,0.99428,3.23,0.49,10.5,0
481,7.5,0.14,0.74,1.6,0.035,21,126,0.9933,3.26,0.45,10.2,0
482,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,0
483,6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,0
484,6.8,0.2,0.36,1.6,0.028,7,46,0.99175,3.21,0.6,10.9,0
485,8,0.26,0.28,8.2,0.038,72,202,0.99566,3.12,0.56,10,0
486,6.1,0.16,0.29,6,0.03,29,144,0.99474,3.68,0.46,10.7,0
487,6,0.34,0.29,6.1,0.046,29,134,0.99462,3.48,0.57,10.7,0
488,5.9,0.26,0.27,18.2,0.048,52,168,0.9993,3.35,0.44,9.4,0
489,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,0
490,6.5,0.19,0.26,5.2,0.04,31,140,0.995,3.26,0.68,9.5,0
491,6.8,0.45,0.36,5,0.033,28,156,0.991,3.11,0.4,12.4,0
492,9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,0
493,6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,0
494,7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,0
495,6.6,0.24,0.33,10.1,0.032,8,81,0.99626,3.19,0.51,9.8,0
496,5,0.61,0.12,1.3,0.009,65,100,0.9874,3.26,0.37,13.5,0
497,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,0
498,6.1,0.27,0.31,3.9,0.034,42,137,0.99218,3.24,0.46,10.9,0
499,6.6,0.62,0.2,8.7,0.046,81,224,0.99605,3.17,0.44,9.3,0
500,6.6,0.4,0.46,6.2,0.056,42,241,0.9968,3.5,0.6,9.9,0
501,8.1,0.12,0.38,0.9,0.034,36,86,0.99026,2.8,0.55,12,0
502,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,0
503,7.1,0.53,0.24,0.8,0.029,29,86,0.993,3.16,0.32,9.1,0
504,6.9,0.115,0.35,5.4,0.048,36,108,0.9939,3.32,0.42,10.2,0
505,6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,0
506,6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,0
507,5.8,0.22,0.3,1.1,0.047,36,131,0.992,3.26,0.45,10.4,0
508,6.5,0.14,0.32,2.7,0.037,18,89,0.9924,3.4,0.74,11.5,0
509,7.9,0.18,0.37,1.2,0.04,16,75,0.992,3.18,0.63,10.8,0
510,6.3,0.19,0.32,2.8,0.046,18,80,0.99043,2.92,0.47,11.05,0
511,5.7,0.25,0.22,9.8,0.049,50,125,0.99571,3.2,0.45,10.1,0
512,6.1,0.2,0.17,1.6,0.048,46,129,0.991,3.3,0.43,11.4,0
513,6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,0
514,6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,0
515,7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,0
516,6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,0
517,8,0.32,0.36,4.6,0.042,56,178,0.9928,3.29,0.47,12,0
518,6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,0
519,7.8,0.32,0.31,1.7,0.036,46,195,0.993,3.03,0.48,10.5,0
520,5.6,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,0
521,6.3,0.18,0.22,5.6,0.047,45,147,0.99383,3.09,0.54,10,0
522,7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,0
523,6.2,0.255,0.27,1.3,0.037,30,86,0.98834,3.05,0.59,12.9,0
524,7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,0
525,7,0.14,0.41,0.9,0.037,22,95,0.9914,3.25,0.43,10.9,0
526,7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,0
527,9,0.17,0.49,1,0.039,46,131,0.993,3.09,0.51,10.5,0
528,4.4,0.54,0.09,5.1,0.038,52,97,0.99022,3.41,0.4,12.2,0
529,6.7,0.26,0.39,1.1,0.04,45,147,0.9935,3.32,0.58,9.6,0
530,7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,0
531,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,0
532,6.9,0.23,0.33,12.8,0.056,44,169,0.998,3.42,0.42,9.8,0
533,8.4,0.28,0.4,8.9,0.048,33,146,0.9988,3.4,0.46,9.3,0
534,5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13,0
535,7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,0
536,6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,0
537,6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,0
538,6.2,0.37,0.22,8.3,0.025,36,216,0.9964,3.33,0.6,9.6,0
539,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,0
540,6.8,0.26,0.29,11.9,0.052,54,160,0.99546,3.03,0.58,10.4,0
541,6,0.21,0.34,2,0.042,63,123,0.99052,3.44,0.42,11.4,0
542,6.5,0.22,0.27,1.6,0.039,36,116,0.99178,3.38,0.57,11,0
543,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,0
544,5.8,0.29,0.27,1.6,0.062,17,140,0.99138,3.23,0.35,11.1,0
545,7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,0
546,5.5,0.16,0.22,4.5,0.03,30,102,0.9938,3.24,0.36,9.4,0
547,6.4,0.28,0.17,8.3,0.042,61,195,0.99577,3.22,0.46,9.4,0
548,5.5,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,0
549,7.5,0.38,0.33,5,0.045,30,131,0.9942,3.32,0.44,10.9,0
550,6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,0
551,6.4,0.42,0.46,8.4,0.05,58,180,0.99495,3.18,0.46,9.7,0
552,7.5,0.28,0.78,12.1,0.041,53,161,0.99838,2.98,0.44,8.7,0
553,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,0
554,7.4,0.18,0.27,1.3,0.048,26,105,0.994,3.52,0.66,10.6,0
555,6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,0
556,7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,0
557,6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,0
558,6.8,0.19,0.36,1.9,0.035,30,96,0.9917,3.15,0.54,10.8,0
559,8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,0
560,5.2,0.2,0.27,3.2,0.047,16,93,0.99235,3.44,0.53,10.1,0
561,6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1,0
562,5.4,0.17,0.27,2.7,0.049,28,104,0.99224,3.46,0.55,10.3,0
563,6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,0
564,6.6,0.78,0.5,1.5,0.045,30,133,0.99104,3.25,0.48,11.7,0
565,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,0
566,7.4,0.56,0.09,1.5,0.071,19,117,0.99496,3.22,0.53,9.8,0
567,6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,0
568,6.7,0.61,0.21,1.65,0.117,40,240,0.9938,3.11,0.57,9.3,0
569,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,0
570,7.5,0.2,0.47,16.9,0.052,51,188,0.99944,3.09,0.62,9.3,0
571,6.7,0.25,0.31,1.35,0.061,30.5,218,0.99388,3.16,0.53,9.5,0
572,5.8,0.25,0.26,13.1,0.051,44,148,0.9972,3.29,0.38,9.3,0
573,6.1,0.36,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,0
574,9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,0
575,6,0.35,0.46,0.9,0.033,9,65,0.98934,3.24,0.35,12.1,0
576,7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,0
577,6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,0
578,7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,0
579,7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,0
580,6.8,0.22,0.41,6.7,0.034,39,116,0.99245,3.18,0.46,11.5,0
581,7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,0
582,7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,0
583,6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,0
584,7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,0
585,5.8,0.18,0.37,1.1,0.036,31,96,0.98942,3.16,0.48,12,0
586,5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,0
587,6,0.59,0,0.8,0.037,30,95,0.99032,3.1,0.4,10.9,0
588,5.9,0.15,0.31,5.8,0.041,53,155,0.9945,3.52,0.46,10.5,0
589,6.3,0.17,0.42,2.8,0.028,45,107,0.9908,3.27,0.43,11.8,0
590,6.6,0.31,0.37,6.2,0.052,13,164,0.99602,3.24,0.39,8.8,0
591,6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,0
592,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,0
593,7.6,0.445,0.44,14.5,0.045,68,212,0.9986,3.48,0.36,10,0
594,7,0.22,0.26,1.1,0.037,20,71,0.9902,3.1,0.38,11.7,0
595,7.3,0.21,0.49,1.8,0.038,44,152,0.9912,3.32,0.44,12.6,0
596,6.5,0.27,0.4,10,0.039,74,227,0.99582,3.18,0.5,9.4,0
597,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,0
598,7.4,0.18,0.34,2.7,0.03,30,107,0.992,2.97,0.53,11,0
599,6.2,0.3,0.32,1.3,0.054,27,183,0.99266,3.3,0.43,10.1,0
600,8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,0
601,6.5,0.46,0.24,11.5,0.051,56,171,0.99588,3.08,0.56,9.8,0
602,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,0
603,6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,0
604,6.6,0.41,0.31,1.6,0.042,18,101,0.99195,3.13,0.41,10.5,0
605,6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,0
606,7.8,0.29,0.33,8.75,0.035,33,181,0.9962,3.11,0.46,10.7,0
607,6.7,0.24,0.31,2.3,0.044,37,113,0.99013,3.29,0.46,12.9,0
608,6.7,0.17,0.27,1.4,0.032,39,149,0.99254,3.4,0.52,10.5,0
609,6.4,0.38,0.19,4.5,0.038,36,119,0.99151,3.07,0.42,11.2,0
610,7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1,0
611,7.7,0.18,0.53,1.2,0.041,42,167,0.9908,3.11,0.44,11.9,0
612,8.9,0.34,0.34,1.6,0.056,13,176,0.9946,3.14,0.47,9.7,0
613,8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,0
614,7.9,0.46,0.32,4.1,0.033,40,138,0.9912,3.18,0.44,12.8,0
615,7.2,0.23,0.32,8.5,0.058,47,186,0.9956,3.19,0.4,9.9,0
616,6.6,0.3,0.45,8,0.038,54,200,0.9956,3.18,0.48,9.5,0
617,5.8,0.24,0.26,10.05,0.039,63,162,0.99375,3.33,0.5,11.2,0
618,5.9,0.25,0.24,7.4,0.044,21,113,0.99462,3.38,0.58,10.5,0
619,5.8,0.28,0.3,1.5,0.026,31,114,0.98952,3.32,0.6,12.5,0
620,6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,0
621,7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,0
622,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,0
623,7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,0
624,6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1,0
625,6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,0
626,6.1,0.36,0.41,19.35,0.07,67,207,1.00118,3.39,0.53,9.1,0
