FIPS,State,County,2010 Census Population,"Population Estimate, 2011","Population Estimate, 2012","Population Estimate, 2013","Population Estimate, 2014","Population Estimate, 2015","Population Estimate, 2016"
13017, Georgia,Ben Hill ,17634,17575,17570,17417,17440,17354,17243
13019, Georgia,Berrien ,19286,19377,19160,19022,18790,18966,18993
13021, Georgia,Bibb ,155547,155781,156189,154566,153914,153540,152760
13023, Georgia,Bleckley ,13063,13063,12909,12760,12754,12782,12970
13025, Georgia,Brantley ,18411,18570,18539,18280,18390,18449,18355
13027, Georgia,Brooks ,16243,15995,15648,15664,15534,15692,15687
13029, Georgia,Bryan ,30233,31242,32272,33120,33847,35052,36230
13031, Georgia,Bulloch ,70217,72653,73162,71873,72735,73213,74722
13033, Georgia,Burke ,23316,23565,23131,22918,22709,22742,22688
13035, Georgia,Butts ,23655,23565,23426,23225,23377,23548,23817
13037, Georgia,Calhoun ,6694,6544,6489,6513,6423,6465,6324
13039, Georgia,Camden ,50513,50323,51407,51490,52012,52543,53008
13043, Georgia,Candler ,10998,11234,11126,10951,10888,10935,10910
13045, Georgia,Carroll ,110527,110706,111444,112333,114052,114689,116261
13047, Georgia,Catoosa ,63942,64864,65004,65343,65585,65897,66398
13049, Georgia,Charlton ,12171,13433,13332,13083,12921,13009,12497
13051, Georgia,Chatham ,265128,271863,276521,277992,282849,286622,289082
13053, Georgia,Chattahoochee ,11267,11317,12632,12436,11956,11462,10922
13055, Georgia,Chattooga ,26015,25683,25629,25045,24849,24882,24824
13057, Georgia,Cherokee ,214346,217737,220788,224481,230578,235609,241689
13059, Georgia,Clarke ,116714,118450,120174,121040,120634,123629,124707
13061, Georgia,Clay ,3183,3155,3104,3037,3100,3080,3020
13063, Georgia,Clayton ,259424,262721,266073,264668,267576,273567,279462
13065, Georgia,Clinch ,6798,6747,6732,6798,6824,6885,6829
13067, Georgia,Cobb ,688078,697552,707629,716873,729146,740144,748150
13069, Georgia,Coffee ,42356,42981,43140,43096,42891,43071,43012
13071, Georgia,Colquitt ,45498,45840,46163,46300,46085,45755,45708
13073, Georgia,Columbia ,124053,128767,132518,136190,139281,144080,147450
13075, Georgia,Cook ,17212,17003,16908,17061,17296,17085,17167
13077, Georgia,Coweta ,127317,129429,130793,133091,135435,138278,140526
13079, Georgia,Crawford ,12630,12636,12659,12543,12479,12411,12322
13081, Georgia,Crisp ,23439,23723,23555,23230,22950,22850,22721
13083, Georgia,Dade ,16633,16583,16534,16463,16326,16202,16257
13085, Georgia,Dawson ,22330,22209,22371,22574,22891,23256,23604
13087, Georgia,Decatur ,27842,27669,27494,27417,27269,27183,26822
13089, Georgia,DeKalb ,691893,698342,708800,715014,722615,732758,740321
13091, Georgia,Dodge ,21796,21445,21343,21239,20969,20863,20563
13093, Georgia,Dooly ,14918,14574,14344,14290,14124,13923,13763
13095, Georgia,Dougherty ,94565,94944,94590,93238,92527,91259,90017
13097, Georgia,Douglas ,132403,133275,133804,136270,138447,140671,142224
13099, Georgia,Early ,11008,10751,10615,10509,10448,10487,10339
13101, Georgia,Echols ,4034,4118,4010,4039,4067,4045,3962
13103, Georgia,Effingham ,52250,52715,53400,54488,55506,57155,58712
13105, Georgia,Elbert ,20166,19826,19596,19519,19410,19302,19143
13107, Georgia,Emanuel ,22598,22580,22852,22794,22675,22659,22635
13109, Georgia,Evans ,11000,10952,10664,10781,10827,10724,10670
13111, Georgia,Fannin ,23682,23515,23476,23714,23709,24285,24900
13113, Georgia,Fayette ,106567,107208,107463,108287,109550,110546,111627
13115, Georgia,Floyd ,96317,96214,96065,96006,96061,96303,96560
13117, Georgia,Forsyth ,175511,182351,187613,194781,203679,212125,221009
13119, Georgia,Franklin ,22084,21986,21955,22098,22247,22319,22320
13121, Georgia,Fulton ,920581,949323,975321,982983,994342,1007803,1023336
13123, Georgia,Gilmer ,28292,28283,28210,28593,28867,29376,29733
13125, Georgia,Glascock ,3082,3114,3126,3069,3029,3034,3006
13127, Georgia,Glynn ,79626,80234,81026,81601,82353,83634,84502
13129, Georgia,Gordon ,55186,55472,55674,55696,55800,56323,56904
13131, Georgia,Grady ,25011,25169,25352,25178,25265,25124,24808
13133, Georgia,Greene ,15994,16085,16169,16283,16485,16734,17003
13135, Georgia,Gwinnett ,805321,824537,839357,856374,875418,892926,907135
13137, Georgia,Habersham ,43041,43096,43478,43283,43688,43926,44246
13139, Georgia,Hall ,179684,182878,184929,187373,190215,193257,196637
13141, Georgia,Hancock ,9429,9383,9050,8926,8542,8578,8640
13143, Georgia,Haralson ,28780,28515,28390,28445,28604,28856,29042
13145, Georgia,Harris ,32024,32365,32611,32632,32853,33212,33652
13147, Georgia,Hart ,25213,25469,25582,25528,25419,25506,25553
13149, Georgia,Heard ,11834,11723,11657,11565,11623,11522,11487
13151, Georgia,Henry ,203922,207039,208275,210371,213439,217004,221768
13153, Georgia,Houston ,139900,144154,146340,148024,149236,149962,152122
13155, Georgia,Irwin ,9538,9719,9642,9399,9133,9227,9422
13157, Georgia,Jackson ,60485,60544,60448,60856,61700,63038,64615
13159, Georgia,Jasper ,13900,13774,13586,13524,13469,13624,13654
13161, Georgia,Jeff Davis ,15068,15096,15134,14979,14853,14922,14877
13163, Georgia,Jefferson ,16930,16811,16414,16345,16261,16067,15916
13165, Georgia,Jenkins ,8340,8141,9143,9251,9091,8943,8849
13167, Georgia,Johnson ,9980,9931,9894,9790,9685,9595,9505
13169, Georgia,Jones ,28669,28893,28778,28740,28811,28554,28623
13171, Georgia,Lamar ,18317,18182,18055,17956,18223,18272,18469
13173, Georgia,Lanier ,10078,10486,10480,10416,10346,10270,10399
13175, Georgia,Laurens ,48434,48027,48004,47933,47814,47743,47516
13177, Georgia,Lee ,28298,28615,28748,29089,29216,29282,29337
13179, Georgia,Liberty ,63453,65139,65426,64066,65153,62529,62570
13181, Georgia,Lincoln ,7996,7877,7752,7707,7589,7685,7828
13183, Georgia,Long ,14464,15244,16164,16641,17172,17799,18437
13185, Georgia,Lowndes ,109233,111574,114214,113073,113838,113739,114628
13187, Georgia,Lumpkin ,29966,30495,30705,30879,31149,31294,31445
13189, Georgia,McDuffie ,21875,21641,21666,21549,21558,21525,21490
13191, Georgia,McIntosh ,14333,14227,13842,13991,14007,13939,13927
13193, Georgia,Macon ,14740,14493,14304,13993,13819,13663,13450
13195, Georgia,Madison ,28120,28118,28050,28173,28366,28396,28824
13197, Georgia,Marion ,8742,8748,8736,8639,8693,8637,8524
13199, Georgia,Meriwether ,21992,21605,21325,21193,21192,21191,21074
13201, Georgia,Miller ,6125,6057,5971,5885,5925,5846,5926
13205, Georgia,Mitchell ,23498,23448,23126,23040,22774,22493,22459
13207, Georgia,Monroe ,26424,26692,26741,26991,27075,27107,27306
13209, Georgia,Montgomery ,9123,9101,8964,9008,8997,8994,9060
13211, Georgia,Morgan ,17868,17905,17823,17726,17985,18011,18170
13213, Georgia,Murray ,39628,39433,39392,39253,39355,39476,39315
13215, Georgia,Muscogee ,189885,195400,199466,203669,201245,199651,197485
13217, Georgia,Newton ,99958,100565,101122,102272,103790,105324,106999
13219, Georgia,Oconee ,32808,33273,33526,34047,35073,35872,36838
13221, Georgia,Oglethorpe ,14899,14793,14620,14533,14714,14925,14921
13223, Georgia,Paulding ,142324,143819,145025,147086,148962,152253,155825
13225, Georgia,Peach ,27695,27554,27504,26871,26838,26665,26655
13227, Georgia,Pickens ,29431,29471,29327,29518,29981,30301,30832
13229, Georgia,Pierce ,18758,18738,18861,18985,19005,19130,19171
13231, Georgia,Pike ,17869,17789,17795,17789,17748,17943,17941
13233, Georgia,Polk ,41475,41289,41105,41060,40967,41405,41776
13235, Georgia,Pulaski ,12010,11857,11692,11537,11456,11363,11251
13237, Georgia,Putnam ,21218,21265,21149,21268,21125,21274,21477
13239, Georgia,Quitman ,2513,2458,2407,2370,2300,2303,2335
13241, Georgia,Rabun ,16276,16281,16314,16211,16211,16267,16559
13243, Georgia,Randolph ,7719,7586,7317,7187,7283,7156,7177
13245, Georgia,Richmond ,200549,200509,201856,201069,201117,201401,201647
13247, Georgia,Rockdale ,85215,85532,85625,86670,87516,88678,89355
13249, Georgia,Schley ,5010,5018,4986,5057,5143,5162,5098
13251, Georgia,Screven ,14593,14415,14193,14179,14029,14123,14044
13253, Georgia,Seminole ,8729,8774,8908,8871,8628,8606,8468
13255, Georgia,Spalding ,64073,64089,63727,63619,63860,64016,64806
13257, Georgia,Stephens ,26175,25742,25701,25552,25414,25500,25751
13259, Georgia,Stewart ,6058,6079,6127,5541,5819,5765,5705
13261, Georgia,Sumter ,32819,32117,31641,31371,31203,30744,30389
13263, Georgia,Talbot ,6865,6773,6546,6445,6381,6321,6171
13265, Georgia,Taliaferro ,1717,1704,1670,1688,1689,1638,1593
13267, Georgia,Tattnall ,25520,25303,25313,25497,25195,25205,25092
13269, Georgia,Taylor ,8906,8468,8381,8413,8428,8314,8232
13271, Georgia,Telfair ,16500,16308,16418,16663,16497,16480,15965
13273, Georgia,Terrell ,9315,9385,9244,9222,9128,9099,8967
13275, Georgia,Thomas ,44720,44614,44615,44932,45052,45038,45248
13277, Georgia,Tift ,40118,41212,40998,40297,40610,40722,40828
13279, Georgia,Toombs ,27223,27159,27136,27182,27121,27166,27196
13281, Georgia,Towns ,10471,10499,10504,10745,11075,11163,11391
13283, Georgia,Treutlen ,6885,6818,6753,6641,6769,6755,6637
13285, Georgia,Troup ,67044,67719,68432,68936,69451,69747,70005
13287, Georgia,Turner ,8930,8929,8435,8194,8061,8036,8030
13289, Georgia,Twiggs ,9023,8818,8513,8481,8351,8297,8171
13291, Georgia,Union ,21356,21363,21477,21571,21940,22251,22928
13293, Georgia,Upson ,27153,26962,26626,26488,26229,26292,26335
13295, Georgia,Walker ,68756,68610,68191,68288,68289,68053,67896
13297, Georgia,Walton ,83768,84438,84882,86011,87610,88495,90184
13299, Georgia,Ware ,36312,36193,35859,35760,35578,35422,35738
13301, Georgia,Warren ,5834,5704,5568,5551,5500,5458,5442
13303, Georgia,Washington ,21187,21022,20864,20647,20629,20804,20457
13305, Georgia,Wayne ,30099,30346,30362,30055,29972,29539,30104
13307, Georgia,Webster ,2799,2796,2792,2702,2630,2635,2599
13309, Georgia,Wheeler ,7421,8065,7911,7915,7960,7897,7978
13311, Georgia,White ,27144,27390,27591,27796,28029,28402,28884
13313, Georgia,Whitfield ,102599,103075,103193,103008,103498,103976,104589
13315, Georgia,Wilcox ,9255,9174,8977,8970,8850,8864,8761
13317, Georgia,Wilkes ,10593,10199,10058,9935,9930,9890,9805
13319, Georgia,Wilkinson ,9563,9463,9548,9416,9343,9148,9104
13321, Georgia,Worth ,21679,21551,21375,21085,21025,20708,20748
15001, Hawaii,Hawaii ,185079,186933,188765,191147,193885,196156,198449
15003, Hawaii,Honolulu ,953207,966279,975909,984730,988586,993166,992605
15005, Hawaii,Kalawao ,90,90,89,89,89,88,88
15007, Hawaii,Kauai ,67091,67803,68558,69628,70540,71478,72029
15009, Hawaii,Maui ,154834,156759,158499,160887,163249,164269,165386
16001, Idaho,Ada ,392365,401118,408899,416177,426420,433467,444028
16003, Idaho,Adams ,3976,3982,3909,3827,3850,3839,3900
16005, Idaho,Bannock ,82839,83584,83806,83467,83516,83911,84377
16007, Idaho,Bear Lake ,5986,5962,5901,5955,5940,5901,5945
16009, Idaho,Benewah ,9285,9168,9125,9022,9067,9035,9092
16011, Idaho,Bingham ,45607,45911,45526,45412,45191,44976,45201
16013, Idaho,Blaine ,21376,21085,21107,21278,21410,21548,21791
16015, Idaho,Boise ,7028,7000,6800,6727,6793,7012,7124
16017, Idaho,Bonner ,40877,40824,40436,40668,41511,41796,42536
16019, Idaho,Bonneville ,104234,105832,106874,107460,108381,109997,112232
16021, Idaho,Boundary ,10972,10830,10838,10869,10984,11334,11681
16023, Idaho,Butte ,2891,2805,2722,2626,2609,2501,2501
16025, Idaho,Camas ,1117,1104,1080,1044,1037,1065,1072
16027, Idaho,Canyon ,188923,191376,193742,198673,202710,207086,211698
16029, Idaho,Caribou ,6963,6853,6773,6819,6819,6765,6887
16031, Idaho,Cassia ,22952,23160,23291,23365,23547,23497,23504
16033, Idaho,Clark ,982,951,874,862,874,872,860
16035, Idaho,Clearwater ,8761,8620,8579,8582,8503,8479,8497
16037, Idaho,Custer ,4368,4353,4349,4242,4150,4087,4096
16039, Idaho,Elmore ,27038,26215,26265,26236,26208,25790,26018
16041, Idaho,Franklin ,12786,12820,12826,12842,12956,13033,13406
16043, Idaho,Fremont ,13242,13132,12986,12903,12836,12813,12943
16045, Idaho,Gem ,16719,16720,16688,16681,16807,16907,17184
16047, Idaho,Gooding ,15464,15372,15238,15109,15060,15193,15185
16049, Idaho,Idaho ,16267,16468,16407,16211,16221,16260,16156
16051, Idaho,Jefferson ,26140,26335,26658,26842,26988,27153,27839
16053, Idaho,Jerome ,22374,22522,22491,22552,22719,22716,22994
16055, Idaho,Kootenai ,138494,141025,142311,144299,147294,150364,154311
16057, Idaho,Latah ,37244,37884,38187,38274,38583,38723,39196
16059, Idaho,Lemhi ,7936,7998,7778,7730,7732,7752,7723
16061, Idaho,Lewis ,3821,3797,3839,3819,3826,3791,3853
16063, Idaho,Lincoln ,5208,5141,5260,5309,5313,5309,5271
16065, Idaho,Madison ,37536,37915,37728,37642,38060,38092,39048
16067, Idaho,Minidoka ,20069,20204,20113,20295,20244,20387,20616
16069, Idaho,Nez Perce ,39265,39437,39562,39916,39983,40146,40369
16071, Idaho,Oneida ,4286,4234,4233,4278,4200,4289,4343
16073, Idaho,Owyhee ,11526,11396,11398,11395,11294,11305,11389
16075, Idaho,Payette ,22623,22559,22672,22553,22775,22837,23026
16077, Idaho,Power ,7817,7786,7809,7732,7663,7620,7654
16079, Idaho,Shoshone ,12765,12689,12739,12707,12404,12455,12452
16081, Idaho,Teton ,10170,10174,10083,10276,10300,10568,10960
16083, Idaho,Twin Falls ,77230,78050,78440,79788,80927,82107,83514
16085, Idaho,Valley ,9862,9610,9515,9585,9808,10083,10496
16087, Idaho,Washington ,10198,10142,10054,9962,10019,9967,10172
17001, Illinois,Adams ,67103,67207,67164,66997,67031,66974,66578
17003, Illinois,Alexander ,8238,8018,7712,7215,7074,6776,6478
17005, Illinois,Bond ,17768,17675,17508,17320,17111,16924,16824
17007, Illinois,Boone ,54165,54168,53802,53779,53706,53490,53503
17009, Illinois,Brown ,6937,6871,6894,6863,6838,6821,6762
17011, Illinois,Bureau ,34978,34660,34350,34096,33836,33471,33359
17013, Illinois,Calhoun ,5089,5067,5021,5036,4963,4898,4894
17015, Illinois,Carroll ,15387,15221,15075,14939,14786,14628,14539
17017, Illinois,Cass ,13642,13634,13411,13292,13091,12869,12676
17019, Illinois,Champaign ,201081,202688,203937,205365,206646,207734,208419
17021, Illinois,Christian ,34800,34724,34520,34183,33882,33546,33309
17023, Illinois,Clark ,16335,16219,16301,16145,16119,15943,15938
17025, Illinois,Clay ,13815,13725,13717,13522,13413,13378,13300
17027, Illinois,Clinton ,37762,38148,38071,37879,37801,37809,37729
17029, Illinois,Coles ,53873,53601,53344,53046,52712,52563,52343
17031, Illinois,Cook ,5194675,5214682,5230016,5240283,5239254,5224823,5203499
17033, Illinois,Crawford ,19817,19784,19621,19495,19368,19413,19308
17035, Illinois,Cumberland ,11048,11080,10942,10901,10894,10857,10858
17037, Illinois,DeKalb ,105160,104364,104276,104148,104798,104541,104528
17039, Illinois,De Witt ,16561,16547,16497,16385,16243,16260,16226
17041, Illinois,Douglas ,19980,19828,19822,19800,19845,19753,19630
17043, Illinois,DuPage ,916924,924245,927668,931296,932419,931819,929368
17045, Illinois,Edgar ,18576,18412,18174,17943,17812,17644,17566
17047, Illinois,Edwards ,6721,6682,6726,6671,6622,6520,6523
17049, Illinois,Effingham ,34242,34284,34351,34312,34337,34396,34386
17051, Illinois,Fayette ,22140,22373,22130,22145,22002,22059,21789
17053, Illinois,Ford ,14081,13945,13982,13803,13704,13726,13575
17055, Illinois,Franklin ,39561,40012,39874,39574,39485,39427,39156
17057, Illinois,Fulton ,37069,36950,36624,36375,35951,35750,35536
17059, Illinois,Gallatin ,5589,5516,5419,5408,5308,5278,5212
17061, Illinois,Greene ,13886,13851,13631,13511,13402,13313,13093
17063, Illinois,Grundy ,50063,50073,50168,50177,50409,50499,50437
17065, Illinois,Hamilton ,8457,8422,8372,8329,8295,8198,8061
17067, Illinois,Hancock ,19104,19034,18893,18603,18621,18539,18508
17069, Illinois,Hardin ,4320,4285,4263,4249,4217,4113,4024
17071, Illinois,Henderson ,7331,7217,7049,6957,6985,6971,6869
17073, Illinois,Henry ,50486,50316,50160,49831,49673,49459,49280
17075, Illinois,Iroquois ,29718,29518,29300,28982,28804,28651,28334
17077, Illinois,Jackson ,60218,60290,58962,59593,59293,59220,58870
17079, Illinois,Jasper ,9698,9741,9646,9574,9615,9591,9536
17081, Illinois,Jefferson ,38827,38759,38666,38657,38442,38390,38460
17083, Illinois,Jersey ,22985,22872,22732,22620,22523,22306,22025
17085, Illinois,Jo Daviess ,22678,22640,22496,22332,22298,22034,21770
17087, Illinois,Johnson ,12582,12852,12912,12845,12834,12837,12902
17089, Illinois,Kane ,515269,519723,521431,523590,526636,529702,531715
17091, Illinois,Kankakee ,113449,113518,112976,112227,111461,110795,110008
17093, Illinois,Kendall ,114736,116856,118344,119709,121565,122946,124695
17095, Illinois,Knox ,52919,52693,52302,52149,51953,51416,50938
17097, Illinois,Lake ,703462,700893,701220,703411,703357,703413,703047
17099, Illinois,LaSalle ,113924,113671,113109,112687,111933,111304,110642
17101, Illinois,Lawrence ,16833,16833,16682,16745,16595,16513,16377
17103, Illinois,Lee ,36031,35518,35114,35008,34789,34427,34251
17105, Illinois,Livingston ,38950,38840,38553,37444,37116,36749,36526
17107, Illinois,Logan ,30305,30308,30388,29890,29755,29540,29527
17109, Illinois,McDonough ,32612,32485,32516,32167,31615,31342,30996
17111, Illinois,McHenry ,308760,307820,307529,306944,306749,307188,307004
17113, Illinois,McLean ,169572,170789,172560,174777,173843,172673,172418
17115, Illinois,Macon ,110768,110624,110083,109533,108479,107377,106550
17117, Illinois,Macoupin ,47765,47797,47179,46851,46381,46089,45908
17119, Illinois,Madison ,269282,268552,268083,267246,266637,266071,265759
17121, Illinois,Marion ,39437,39004,38919,38594,38486,38378,38140
17123, Illinois,Marshall ,12640,12492,12274,12115,11990,11980,11939
17125, Illinois,Mason ,14666,14479,14346,14194,13920,13689,13507
17127, Illinois,Massac ,15429,15325,15149,14974,14881,14752,14658
17129, Illinois,Menard ,12705,12729,12726,12605,12578,12454,12516
17131, Illinois,Mercer ,16434,16346,16190,16133,15964,15839,15730
17133, Illinois,Monroe ,32957,33229,33321,33547,33684,33893,34068
17135, Illinois,Montgomery ,30104,29841,29605,29329,29424,29196,28952
17137, Illinois,Morgan ,35547,35526,35365,35027,34729,34605,34277
17139, Illinois,Moultrie ,14846,14929,14984,14933,14911,14921,14827
17141, Illinois,Ogle ,53497,53150,52834,52341,52067,51657,51273
17143, Illinois,Peoria ,186494,186624,187121,188377,187272,186315,185006
17145, Illinois,Perry ,22350,22289,21862,21742,21558,21458,21357
